index,reason,DATETIME,ENTITY_DESCRIPTION_SHORT
2516,negative value in TIME_TO_PARADE_1=-120.0,2022-05-31 19:30:00,Flying Coaster
2518,negative value in TIME_TO_PARADE_1=-30.0,2019-04-10 18:00:00,Flying Coaster
2520,negative value in TIME_TO_PARADE_1=-45.0,2020-02-18 17:45:00,Flying Coaster
2532,negative value in TIME_TO_PARADE_1=-120.0,2022-04-26 19:30:00,Pirate Ship
2544,negative value in TIME_TO_PARADE_1=-15.0,2018-10-09 17:45:00,Pirate Ship
2552,negative value in TIME_TO_PARADE_1=-150.0,2019-05-22 20:00:00,Flying Coaster
2554,negative value in TIME_TO_PARADE_1=-15.0,2019-05-12 17:45:00,Water Ride
2561,negative value in TIME_TO_PARADE_1=-120.0,2019-05-18 19:30:00,Flying Coaster
2562,negative value in TIME_TO_PARADE_1=-150.0,2019-10-30 20:00:00,Flying Coaster
2568,negative value in TIME_TO_PARADE_1=-180.0,2019-05-18 20:30:00,Flying Coaster
2569,negative value in TIME_TO_PARADE_1=-75.0,2019-12-20 18:15:00,Pirate Ship
2580,negative value in TIME_TO_PARADE_1=-90.0,2022-06-27 19:00:00,Flying Coaster
2583,negative value in TIME_TO_PARADE_1=-30.0,2022-08-15 18:00:00,Water Ride
2597,negative value in TIME_TO_PARADE_1=-180.0,2022-07-02 20:30:00,Pirate Ship
2611,negative value in TIME_TO_PARADE_1=-165.0,2022-07-21 20:15:00,Pirate Ship
2631,negative value in TIME_TO_PARADE_1=-135.0,2022-04-28 19:45:00,Water Ride
2647,negative value in TIME_TO_PARADE_1=-150.0,2022-08-03 20:00:00,Water Ride
2659,negative value in TIME_TO_PARADE_1=-105.0,2020-01-10 18:15:00,Water Ride
2660,negative value in TIME_TO_PARADE_1=-150.0,2022-06-02 20:00:00,Flying Coaster
2667,negative value in TIME_TO_PARADE_1=-165.0,2022-05-30 20:15:00,Flying Coaster
2677,negative value in TIME_TO_PARADE_1=-180.0,2022-04-11 20:30:00,Pirate Ship
2682,negative value in TIME_TO_PARADE_1=-150.0,2019-06-21 20:00:00,Water Ride
2685,negative value in TIME_TO_PARADE_1=-45.0,2019-10-05 18:15:00,Flying Coaster
2687,negative value in TIME_TO_PARADE_1=-195.0,2022-07-27 20:45:00,Pirate Ship
2688,negative value in TIME_TO_PARADE_1=-120.0,2018-12-29 19:00:00,Flying Coaster
2692,negative value in TIME_TO_PARADE_1=-15.0,2019-10-02 17:45:00,Flying Coaster
2719,negative value in TIME_TO_PARADE_1=-195.0,2019-07-07 20:45:00,Flying Coaster
2720,negative value in TIME_TO_PARADE_1=-195.0,2019-08-19 20:45:00,Flying Coaster
2721,negative value in TIME_TO_PARADE_1=-105.0,2020-01-10 18:15:00,Pirate Ship
2727,negative value in TIME_TO_PARADE_1=-135.0,2019-10-19 19:45:00,Flying Coaster
2728,negative value in TIME_TO_PARADE_1=-195.0,2022-07-22 20:45:00,Flying Coaster
2732,negative value in TIME_TO_PARADE_1=-150.0,2019-07-29 20:00:00,Water Ride
2745,negative value in TIME_TO_PARADE_1=-150.0,2022-06-29 20:00:00,Pirate Ship
2759,negative value in TIME_TO_PARADE_1=-195.0,2022-06-12 20:45:00,Pirate Ship
2772,negative value in TIME_TO_PARADE_1=-180.0,2022-05-06 20:30:00,Pirate Ship
2779,negative value in TIME_TO_PARADE_1=-45.0,2019-04-06 18:15:00,Water Ride
2788,negative value in TIME_TO_PARADE_1=-60.0,2019-04-16 18:30:00,Water Ride
2794,negative value in TIME_TO_PARADE_1=-135.0,2019-05-30 19:45:00,Flying Coaster
2802,negative value in TIME_TO_PARADE_1=-105.0,2020-01-03 18:45:00,Water Ride
2820,negative value in TIME_TO_PARADE_1=-135.0,2022-04-22 19:45:00,Pirate Ship
2830,negative value in TIME_TO_PARADE_1=-150.0,2022-07-22 20:00:00,Water Ride
2836,negative value in TIME_TO_PARADE_1=-75.0,2019-08-19 18:45:00,Water Ride
2841,negative value in TIME_TO_PARADE_1=-150.0,2020-01-10 19:00:00,Water Ride
2864,negative value in TIME_TO_PARADE_1=-180.0,2020-01-01 20:00:00,Pirate Ship
2870,negative value in TIME_TO_PARADE_1=-105.0,2019-10-31 18:15:00,Water Ride
2871,negative value in TIME_TO_PARADE_1=-30.0,2022-05-25 18:00:00,Pirate Ship
2878,negative value in TIME_TO_PARADE_1=-60.0,2019-05-02 18:30:00,Flying Coaster
2892,negative value in TIME_TO_PARADE_1=-75.0,2022-05-30 18:45:00,Flying Coaster
2893,negative value in TIME_TO_PARADE_1=-60.0,2019-03-02 18:00:00,Flying Coaster
2894,negative value in TIME_TO_PARADE_1=-135.0,2020-01-01 19:15:00,Pirate Ship
2899,negative value in TIME_TO_PARADE_1=-30.0,2019-08-18 18:00:00,Water Ride
2902,negative value in TIME_TO_PARADE_1=-75.0,2019-12-07 18:15:00,Flying Coaster
2907,negative value in TIME_TO_PARADE_1=-165.0,2022-06-16 20:15:00,Flying Coaster
2910,negative value in TIME_TO_PARADE_1=-135.0,2019-04-17 19:45:00,Flying Coaster
2911,negative value in TIME_TO_PARADE_1=-90.0,2018-10-14 19:00:00,Flying Coaster
2913,negative value in TIME_TO_PARADE_1=-195.0,2022-07-21 20:45:00,Pirate Ship
2917,negative value in TIME_TO_PARADE_1=-30.0,2019-05-22 18:00:00,Flying Coaster
2918,negative value in TIME_TO_PARADE_1=-30.0,2019-04-28 18:00:00,Water Ride
2927,negative value in TIME_TO_PARADE_1=-120.0,2022-05-31 19:30:00,Pirate Ship
2928,negative value in TIME_TO_PARADE_1=-105.0,2019-08-28 19:15:00,Water Ride
2931,negative value in TIME_TO_PARADE_1=-180.0,2022-05-06 20:30:00,Flying Coaster
2937,negative value in TIME_TO_PARADE_1=-195.0,2022-07-08 20:45:00,Pirate Ship
2942,negative value in TIME_TO_PARADE_1=-15.0,2022-07-22 17:45:00,Pirate Ship
2947,negative value in TIME_TO_PARADE_1=-120.0,2018-12-29 19:00:00,Water Ride
2951,negative value in TIME_TO_PARADE_1=-90.0,2022-04-07 19:00:00,Pirate Ship
2952,negative value in TIME_TO_PARADE_1=-165.0,2019-08-23 20:15:00,Water Ride
2956,negative value in TIME_TO_PARADE_1=-90.0,2018-10-27 19:00:00,Water Ride
2959,negative value in TIME_TO_PARADE_1=-45.0,2019-09-09 18:15:00,Flying Coaster
2964,negative value in TIME_TO_PARADE_1=-60.0,2019-09-21 18:30:00,Flying Coaster
2965,negative value in TIME_TO_PARADE_1=-105.0,2022-06-12 19:15:00,Water Ride
2969,negative value in TIME_TO_PARADE_1=-135.0,2018-11-16 19:15:00,Flying Coaster
2978,negative value in TIME_TO_PARADE_1=-105.0,2019-05-07 19:15:00,Water Ride
2981,negative value in TIME_TO_PARADE_1=-45.0,2022-04-11 18:15:00,Pirate Ship
2983,negative value in TIME_TO_PARADE_1=-90.0,2018-11-01 19:00:00,Pirate Ship
2984,negative value in TIME_TO_PARADE_1=-75.0,2019-09-09 18:45:00,Flying Coaster
2986,negative value in TIME_TO_PARADE_1=-45.0,2020-01-26 17:15:00,Flying Coaster
2987,negative value in TIME_TO_PARADE_1=-150.0,2022-04-21 20:00:00,Flying Coaster
2989,negative value in TIME_TO_PARADE_1=-90.0,2019-04-13 19:00:00,Flying Coaster
3004,negative value in TIME_TO_PARADE_1=-180.0,2022-05-17 20:30:00,Flying Coaster
3016,negative value in TIME_TO_PARADE_1=-75.0,2022-04-06 18:45:00,Water Ride
3018,negative value in TIME_TO_PARADE_1=-135.0,2022-06-29 19:45:00,Flying Coaster
3020,negative value in TIME_TO_PARADE_1=-150.0,2019-07-31 20:00:00,Flying Coaster
3024,negative value in TIME_TO_PARADE_1=-135.0,2022-04-22 19:45:00,Water Ride
3025,negative value in TIME_TO_PARADE_1=-180.0,2022-05-15 20:30:00,Flying Coaster
3026,negative value in TIME_TO_PARADE_1=-75.0,2019-07-27 18:45:00,Flying Coaster
3029,negative value in TIME_TO_PARADE_1=-30.0,2019-07-12 18:00:00,Water Ride
3030,negative value in TIME_TO_PARADE_1=-180.0,2022-04-18 20:30:00,Pirate Ship
3035,negative value in TIME_TO_PARADE_1=-90.0,2022-05-23 19:00:00,Water Ride
3037,negative value in TIME_TO_PARADE_1=-135.0,2022-07-18 19:45:00,Flying Coaster
3042,negative value in TIME_TO_PARADE_1=-195.0,2019-07-10 20:45:00,Flying Coaster
3045,negative value in TIME_TO_PARADE_1=-90.0,2020-01-01 18:30:00,Pirate Ship
3048,negative value in TIME_TO_PARADE_1=-135.0,2022-06-03 19:45:00,Flying Coaster
3060,negative value in TIME_TO_PARADE_1=-30.0,2019-10-22 18:00:00,Water Ride
3064,negative value in TIME_TO_PARADE_1=-60.0,2018-11-10 18:00:00,Water Ride
3066,negative value in TIME_TO_PARADE_1=-90.0,2019-05-15 19:00:00,Water Ride
3067,negative value in TIME_TO_PARADE_1=-135.0,2022-07-31 19:45:00,Pirate Ship
3083,negative value in TIME_TO_PARADE_1=-120.0,2019-06-16 19:30:00,Water Ride
3109,negative value in TIME_TO_PARADE_1=-180.0,2022-05-10 20:30:00,Flying Coaster
3111,negative value in TIME_TO_PARADE_1=-30.0,2022-05-24 18:00:00,Flying Coaster
3125,negative value in TIME_TO_PARADE_1=-120.0,2022-05-25 19:30:00,Pirate Ship
3127,negative value in TIME_TO_PARADE_1=-135.0,2022-08-15 19:45:00,Water Ride
3157,negative value in TIME_TO_PARADE_1=-30.0,2020-02-16 17:30:00,Water Ride
3160,negative value in TIME_TO_PARADE_1=-90.0,2022-06-25 19:00:00,Flying Coaster
3162,negative value in TIME_TO_PARADE_1=-45.0,2019-05-02 18:15:00,Flying Coaster
3177,negative value in TIME_TO_PARADE_1=-75.0,2019-08-24 18:45:00,Flying Coaster
3186,negative value in TIME_TO_PARADE_1=-135.0,2020-01-02 19:15:00,Flying Coaster
3196,negative value in TIME_TO_PARADE_1=-150.0,2022-05-29 20:00:00,Water Ride
3200,negative value in TIME_TO_PARADE_1=-120.0,2019-05-13 19:30:00,Flying Coaster
3202,negative value in TIME_TO_PARADE_1=-120.0,2018-11-01 19:30:00,Flying Coaster
3205,negative value in TIME_TO_PARADE_1=-75.0,2022-07-31 18:45:00,Pirate Ship
3207,negative value in TIME_TO_PARADE_1=-135.0,2022-05-28 19:45:00,Pirate Ship
3208,negative value in TIME_TO_PARADE_1=-30.0,2022-05-07 18:00:00,Pirate Ship
3214,negative value in TIME_TO_PARADE_1=-135.0,2022-06-29 19:45:00,Pirate Ship
3227,negative value in TIME_TO_PARADE_1=-30.0,2019-10-01 18:00:00,Flying Coaster
3231,negative value in TIME_TO_PARADE_1=-165.0,2022-07-31 20:15:00,Flying Coaster
3240,negative value in TIME_TO_PARADE_1=-165.0,2019-08-12 20:15:00,Water Ride
3241,negative value in TIME_TO_PARADE_1=-150.0,2022-05-20 20:00:00,Water Ride
3243,negative value in TIME_TO_PARADE_1=-60.0,2020-02-15 18:00:00,Flying Coaster
3254,negative value in TIME_TO_PARADE_1=-225.0,2019-12-13 20:45:00,Flying Coaster
3256,negative value in TIME_TO_PARADE_1=-150.0,2022-04-14 20:00:00,Water Ride
3258,negative value in TIME_TO_PARADE_1=-60.0,2019-08-28 18:30:00,Water Ride
3269,negative value in TIME_TO_PARADE_1=-15.0,2022-05-12 17:45:00,Flying Coaster
3273,negative value in TIME_TO_PARADE_1=-30.0,2019-10-29 18:00:00,Flying Coaster
3307,negative value in TIME_TO_PARADE_1=-195.0,2019-07-31 20:45:00,Flying Coaster
3313,negative value in TIME_TO_PARADE_1=-180.0,2022-07-26 20:30:00,Flying Coaster
3322,negative value in TIME_TO_PARADE_1=-90.0,2018-10-07 19:00:00,Pirate Ship
3338,negative value in TIME_TO_PARADE_1=-135.0,2019-05-29 19:45:00,Water Ride
3355,negative value in TIME_TO_PARADE_1=-75.0,2022-07-22 18:45:00,Pirate Ship
3359,negative value in TIME_TO_PARADE_1=-150.0,2019-05-06 20:00:00,Flying Coaster
3367,negative value in TIME_TO_PARADE_1=-60.0,2019-07-22 18:30:00,Flying Coaster
3386,negative value in TIME_TO_PARADE_1=-15.0,2019-08-28 17:45:00,Flying Coaster
3387,negative value in TIME_TO_PARADE_1=-105.0,2019-04-29 19:15:00,Flying Coaster
3403,negative value in TIME_TO_PARADE_1=-30.0,2022-06-25 18:00:00,Flying Coaster
3409,negative value in TIME_TO_PARADE_1=-30.0,2022-05-20 18:00:00,Water Ride
3415,negative value in TIME_TO_PARADE_1=-45.0,2019-04-15 18:15:00,Water Ride
3420,negative value in TIME_TO_PARADE_1=-150.0,2018-10-24 20:00:00,Pirate Ship
3429,negative value in TIME_TO_PARADE_1=-135.0,2018-10-23 19:45:00,Pirate Ship
3431,negative value in TIME_TO_PARADE_1=-60.0,2019-09-19 18:30:00,Flying Coaster
3445,negative value in TIME_TO_PARADE_1=-105.0,2019-01-04 18:45:00,Flying Coaster
3450,negative value in TIME_TO_PARADE_1=-135.0,2019-10-22 19:45:00,Flying Coaster
3454,negative value in TIME_TO_PARADE_1=-90.0,2022-04-03 19:00:00,Pirate Ship
3465,negative value in TIME_TO_PARADE_1=-105.0,2022-04-14 19:15:00,Pirate Ship
3474,negative value in TIME_TO_PARADE_1=-75.0,2022-05-23 18:45:00,Water Ride
3481,negative value in TIME_TO_PARADE_1=-45.0,2022-04-10 18:15:00,Pirate Ship
3487,negative value in TIME_TO_PARADE_1=-120.0,2022-06-09 19:30:00,Pirate Ship
3501,negative value in TIME_TO_PARADE_1=-15.0,2019-02-13 17:15:00,Flying Coaster
3502,negative value in TIME_TO_PARADE_1=-60.0,2019-03-16 18:00:00,Flying Coaster
3508,negative value in TIME_TO_PARADE_1=-135.0,2018-10-23 19:45:00,Flying Coaster
3509,negative value in TIME_TO_PARADE_1=-15.0,2019-05-26 17:45:00,Water Ride
3523,negative value in TIME_TO_PARADE_1=-135.0,2019-08-28 19:45:00,Water Ride
3529,negative value in TIME_TO_PARADE_1=-165.0,2019-07-13 20:15:00,Flying Coaster
3540,negative value in TIME_TO_PARADE_1=-15.0,2019-10-23 17:45:00,Water Ride
3544,negative value in TIME_TO_PARADE_1=-90.0,2019-04-18 19:00:00,Water Ride
3559,negative value in TIME_TO_PARADE_1=-150.0,2019-08-24 20:00:00,Water Ride
3563,negative value in TIME_TO_PARADE_1=-45.0,2022-05-23 18:15:00,Flying Coaster
3564,negative value in TIME_TO_PARADE_1=-180.0,2019-06-24 20:30:00,Flying Coaster
3567,negative value in TIME_TO_PARADE_1=-195.0,2019-12-20 20:15:00,Water Ride
3571,negative value in TIME_TO_PARADE_1=-60.0,2019-12-26 18:00:00,Pirate Ship
3574,negative value in TIME_TO_PARADE_1=-60.0,2019-04-04 18:30:00,Flying Coaster
3597,negative value in TIME_TO_PARADE_1=-165.0,2022-05-19 20:15:00,Pirate Ship
3598,negative value in TIME_TO_PARADE_1=-105.0,2019-12-26 18:45:00,Water Ride
3599,negative value in TIME_TO_PARADE_1=-120.0,2022-05-23 19:30:00,Pirate Ship
3602,negative value in TIME_TO_PARADE_1=-30.0,2019-05-21 18:00:00,Flying Coaster
3609,negative value in TIME_TO_PARADE_1=-135.0,2022-08-03 19:45:00,Flying Coaster
3613,negative value in TIME_TO_PARADE_1=-135.0,2022-04-09 19:45:00,Water Ride
3624,negative value in TIME_TO_PARADE_1=-15.0,2019-10-14 17:45:00,Flying Coaster
3645,negative value in TIME_TO_PARADE_1=-60.0,2019-04-13 18:30:00,Water Ride
3654,negative value in TIME_TO_PARADE_1=-75.0,2019-12-18 17:15:00,Flying Coaster
3661,negative value in TIME_TO_PARADE_1=-30.0,2020-01-01 17:30:00,Flying Coaster
3667,negative value in TIME_TO_PARADE_1=-120.0,2018-11-16 19:00:00,Flying Coaster
3672,negative value in TIME_TO_PARADE_1=-30.0,2019-05-14 18:00:00,Water Ride
3673,negative value in TIME_TO_PARADE_1=-195.0,2019-12-20 20:15:00,Pirate Ship
3675,negative value in TIME_TO_PARADE_1=-165.0,2022-07-19 20:15:00,Flying Coaster
3682,negative value in TIME_TO_PARADE_1=-45.0,2022-05-30 18:15:00,Pirate Ship
3690,negative value in TIME_TO_PARADE_1=-105.0,2022-08-12 19:15:00,Water Ride
3694,negative value in TIME_TO_PARADE_1=-150.0,2022-08-08 20:00:00,Water Ride
3700,negative value in TIME_TO_PARADE_1=-75.0,2022-07-08 18:45:00,Flying Coaster
3708,negative value in TIME_TO_PARADE_1=-45.0,2020-02-02 17:15:00,Flying Coaster
3712,negative value in TIME_TO_PARADE_1=-90.0,2019-04-28 19:00:00,Flying Coaster
3738,negative value in TIME_TO_PARADE_1=-15.0,2022-05-29 17:45:00,Pirate Ship
3743,negative value in TIME_TO_PARADE_1=-135.0,2019-10-30 19:45:00,Flying Coaster
3746,negative value in TIME_TO_PARADE_1=-195.0,2022-04-30 20:45:00,Flying Coaster
3749,negative value in TIME_TO_PARADE_1=-135.0,2019-12-15 19:15:00,Pirate Ship
3759,negative value in TIME_TO_PARADE_1=-75.0,2019-07-07 18:45:00,Flying Coaster
3760,negative value in TIME_TO_PARADE_1=-105.0,2019-08-07 19:15:00,Water Ride
3778,negative value in TIME_TO_PARADE_1=-150.0,2022-04-10 20:00:00,Pirate Ship
3781,negative value in TIME_TO_PARADE_1=-15.0,2019-04-28 17:45:00,Water Ride
3796,negative value in TIME_TO_PARADE_1=-30.0,2019-09-09 18:00:00,Water Ride
3799,negative value in TIME_TO_PARADE_1=-195.0,2022-04-18 20:45:00,Flying Coaster
3800,negative value in TIME_TO_PARADE_1=-90.0,2018-11-30 18:30:00,Flying Coaster
3807,negative value in TIME_TO_PARADE_1=-150.0,2018-10-23 20:00:00,Flying Coaster
3808,negative value in TIME_TO_PARADE_1=-105.0,2022-08-03 19:15:00,Water Ride
3818,negative value in TIME_TO_PARADE_1=-30.0,2022-05-08 18:00:00,Flying Coaster
3822,negative value in TIME_TO_PARADE_1=-135.0,2022-05-11 19:45:00,Water Ride
3832,negative value in TIME_TO_PARADE_1=-135.0,2019-10-29 19:45:00,Flying Coaster
3842,negative value in TIME_TO_PARADE_1=-60.0,2022-04-01 18:30:00,Pirate Ship
3843,negative value in TIME_TO_PARADE_1=-135.0,2019-04-14 19:45:00,Flying Coaster
3846,negative value in TIME_TO_PARADE_1=-120.0,2019-08-09 19:30:00,Flying Coaster
3853,negative value in TIME_TO_PARADE_1=-75.0,2019-04-19 18:45:00,Water Ride
3861,negative value in TIME_TO_PARADE_1=-105.0,2019-04-25 19:15:00,Flying Coaster
3865,negative value in TIME_TO_PARADE_1=-180.0,2022-05-15 20:30:00,Pirate Ship
3871,negative value in TIME_TO_PARADE_1=-165.0,2022-07-18 20:15:00,Pirate Ship
3872,negative value in TIME_TO_PARADE_1=-60.0,2019-11-24 18:00:00,Flying Coaster
3884,negative value in TIME_TO_PARADE_1=-150.0,2022-05-23 20:00:00,Water Ride
3885,negative value in TIME_TO_PARADE_1=-90.0,2019-06-20 19:00:00,Water Ride
3893,negative value in TIME_TO_PARADE_1=-165.0,2022-05-26 20:15:00,Flying Coaster
3897,negative value in TIME_TO_PARADE_1=-75.0,2018-11-04 18:45:00,Flying Coaster
3904,negative value in TIME_TO_PARADE_1=-135.0,2022-07-08 19:45:00,Flying Coaster
3912,negative value in TIME_TO_PARADE_1=-180.0,2022-07-18 20:30:00,Pirate Ship
3924,negative value in TIME_TO_PARADE_1=-120.0,2022-06-27 19:30:00,Pirate Ship
3927,negative value in TIME_TO_PARADE_1=-120.0,2022-06-25 19:30:00,Water Ride
3929,negative value in TIME_TO_PARADE_1=-15.0,2022-05-23 17:45:00,Water Ride
3955,negative value in TIME_TO_PARADE_1=-180.0,2022-04-14 20:30:00,Flying Coaster
3966,negative value in TIME_TO_PARADE_1=-90.0,2022-05-07 19:00:00,Flying Coaster
3967,negative value in TIME_TO_PARADE_1=-135.0,2018-12-02 19:15:00,Flying Coaster
3980,negative value in TIME_TO_PARADE_1=-15.0,2018-10-11 17:45:00,Flying Coaster
3983,negative value in TIME_TO_PARADE_1=-30.0,2019-10-09 18:00:00,Flying Coaster
3985,negative value in TIME_TO_PARADE_1=-60.0,2020-02-16 18:00:00,Water Ride
3986,negative value in TIME_TO_PARADE_1=-120.0,2019-05-06 19:30:00,Flying Coaster
3991,negative value in TIME_TO_PARADE_1=-165.0,2022-04-22 20:15:00,Pirate Ship
3994,negative value in TIME_TO_PARADE_1=-30.0,2019-04-04 18:00:00,Flying Coaster
4001,negative value in TIME_TO_PARADE_1=-150.0,2022-04-04 20:00:00,Pirate Ship
4010,negative value in TIME_TO_PARADE_1=-45.0,2019-07-27 18:15:00,Flying Coaster
4015,negative value in TIME_TO_PARADE_1=-195.0,2022-05-19 20:45:00,Flying Coaster
4019,negative value in TIME_TO_PARADE_1=-135.0,2019-04-09 19:45:00,Flying Coaster
4033,negative value in TIME_TO_PARADE_1=-15.0,2019-11-03 17:45:00,Water Ride
4035,negative value in TIME_TO_PARADE_1=-90.0,2019-06-02 19:00:00,Water Ride
4046,negative value in TIME_TO_PARADE_1=-90.0,2022-05-08 19:00:00,Flying Coaster
4048,negative value in TIME_TO_PARADE_1=-150.0,2019-12-26 19:30:00,Flying Coaster
4050,negative value in TIME_TO_PARADE_1=-105.0,2022-06-26 19:15:00,Flying Coaster
4061,negative value in TIME_TO_PARADE_1=-105.0,2022-06-29 19:15:00,Water Ride
4072,negative value in TIME_TO_PARADE_1=-195.0,2019-05-25 20:45:00,Flying Coaster
4097,negative value in TIME_TO_PARADE_1=-75.0,2018-12-25 18:15:00,Flying Coaster
4100,negative value in TIME_TO_PARADE_1=-180.0,2019-05-08 20:30:00,Flying Coaster
4102,negative value in TIME_TO_PARADE_1=-60.0,2022-08-15 18:30:00,Flying Coaster
4108,negative value in TIME_TO_PARADE_1=-270.0,2018-12-19 20:30:00,Flying Coaster
4109,negative value in TIME_TO_PARADE_1=-90.0,2022-08-03 19:00:00,Flying Coaster
4126,negative value in TIME_TO_PARADE_1=-195.0,2022-04-21 20:45:00,Pirate Ship
4136,negative value in TIME_TO_PARADE_1=-60.0,2022-07-31 18:30:00,Pirate Ship
4163,negative value in TIME_TO_PARADE_1=-120.0,2022-06-10 19:30:00,Pirate Ship
4168,negative value in TIME_TO_PARADE_1=-60.0,2019-09-09 18:30:00,Flying Coaster
4172,negative value in TIME_TO_PARADE_1=-120.0,2019-06-06 19:30:00,Water Ride
4174,negative value in TIME_TO_PARADE_1=-105.0,2018-12-09 18:45:00,Flying Coaster
4184,negative value in TIME_TO_PARADE_1=-120.0,2019-08-07 19:30:00,Water Ride
4204,negative value in TIME_TO_PARADE_1=-30.0,2022-08-03 18:00:00,Water Ride
4209,negative value in TIME_TO_PARADE_1=-210.0,2019-12-20 20:30:00,Pirate Ship
4224,negative value in TIME_TO_PARADE_1=-90.0,2022-04-11 19:00:00,Pirate Ship
4255,negative value in TIME_TO_PARADE_1=-180.0,2022-06-06 20:30:00,Flying Coaster
4261,negative value in TIME_TO_PARADE_1=-150.0,2022-05-28 20:00:00,Water Ride
4269,negative value in TIME_TO_PARADE_1=-75.0,2020-02-24 18:15:00,Flying Coaster
4290,negative value in TIME_TO_PARADE_1=-15.0,2022-05-25 17:45:00,Flying Coaster
4292,negative value in TIME_TO_PARADE_1=-105.0,2019-12-27 18:45:00,Pirate Ship
4310,negative value in TIME_TO_PARADE_1=-180.0,2018-12-07 20:00:00,Water Ride
4311,negative value in TIME_TO_PARADE_1=-15.0,2019-09-19 17:45:00,Flying Coaster
4321,negative value in TIME_TO_PARADE_1=-30.0,2019-03-05 17:30:00,Flying Coaster
4322,negative value in TIME_TO_PARADE_1=-150.0,2019-05-24 20:00:00,Flying Coaster
4328,negative value in TIME_TO_PARADE_1=-165.0,2022-05-28 20:15:00,Pirate Ship
4334,negative value in TIME_TO_PARADE_1=-30.0,2022-07-02 18:00:00,Water Ride
4340,negative value in TIME_TO_PARADE_1=-105.0,2019-04-16 19:15:00,Water Ride
4341,negative value in TIME_TO_PARADE_1=-165.0,2019-12-27 19:45:00,Pirate Ship
4356,negative value in TIME_TO_PARADE_1=-120.0,2022-05-12 19:30:00,Water Ride
4357,negative value in TIME_TO_PARADE_1=-30.0,2022-07-24 18:00:00,Flying Coaster
4363,negative value in TIME_TO_PARADE_1=-165.0,2019-11-22 19:45:00,Water Ride
4374,negative value in TIME_TO_PARADE_1=-150.0,2022-05-29 20:00:00,Flying Coaster
